make,model,variant,ex-showroom_price_inr,displacement_cc,cylinders,valves_per_cylinder,drivetrain,cylinder_configuration,emission_norm,engine_location,fuel_system,fuel_tank_capacity_litres,fuel_type,height_mm,length_mm,width_mm,body_type,doors,arai_certified_mileage_kmpl,kerb_weight_kg,gears,ground_clearance_mm,front_brakes,rear_brakes,front_suspension,rear_suspension,front_track_mm,rear_track_mm,f_tire_diameter_inch,f_tire_aspect_ratio,f_tire_width_mm,r_tire_diameter_inch,r_tire_aspect_ratio,r_tire_width_mm,power_steering,power_windows,power_seats,keyless_entry,power_rpm,power_ps,torque_rpm,torque_nm,odometer,speedometer,tachometer,tripmeter,seating_capacity,seats_material,type,wheelbase_mm,start_/_stop_button,12v_power_outlet,audiosystem,aux-in_compatibility,average_fuel_consumption,basic_warranty_years,bluetooth,boot-lid_opener,boot_space_litres,cd_/_mp3_/_dvd_player,central_locking,child_safety_locks,clock,cup_holders,distance_to_empty,door_pockets,engine_malfunction_light,fm_radio,fuel-lid_opener,fuel_gauge,handbrake,instrument_console,low_fuel_warning,minimum_turning_radius_meter,multifunction_display,sun_visor,third_row_ac_vents,ventilation_system,auto-dimming_rear-view_mirror,hill_assist,gear_indicator,engine_immobilizer,seat_back_pockets,abs_(anti-lock_braking_system),headlight_reminder,adjustable_headrests,gross_vehicle_weight,airbags,door_ajar_warning,ebd_(electronic_brake-force_distribution),fasten_seat_belt_warning,gear_shift_reminder,number_of_airbags,adjustable_steering_column,parking_assistance,key_off_reminder,usb_compatibility,cigarette_lighter,infotainment_screen,multifunction_steering_wheel,average_speed,eba_(electronic_brake_assist),seat_height_adjustment,navigation_system,second_row_ac_vents,rear_center_armrest,ipod_compatibility,esp_(electronic_stability_program),cooled_glove_box,turbocharger,isofix_(child-seat_mount),rain_sensing_wipers,leather_wrapped_steering,automatic_headlamps,asr_/_traction_control,cruise_control
Nissan,Micra,Xl (O) Cvt,662880,1198.0,3.0,12.0,FWD ,In-line,BS IV,Front-Transverse,Injection,41.0,Petrol,1530.0,3825.0,1665.0,Hatchback,5.0,19.34,930.0,5.0,154.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,14.0,70.0,165.0,14.0,70.0,165.0,Electric Power,All Windows,Non Powered,Yes,6000.0,77.0,4000.0,104.0,Digital,Analog,Yes,Yes,5.0,Fabric,Automatic,2450.0,No,Yes,Yes,No,Yes,2.0,Yes,Yes,251.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,465.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nissan,Micra,Xv Cvt,781686,1198.0,3.0,12.0,FWD ,In-line,BS IV,Front-Transverse,Injection,41.0,Petrol,1530.0,3825.0,1665.0,Hatchback,5.0,19.34,1235.5,5.0,154.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,15.0,60.0,175.0,15.0,60.0,175.0,Electric Power,All Windows,Non Powered,Yes,6000.0,77.0,4400.0,104.0,Digital,Analog,Yes,Yes,5.0,Fabric,Automatic,2450.0,Yes,Yes,Yes,Yes,No,2.0,Yes,Yes,251.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,465.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No
Nissan,Micra,Xld (O),743504,1461.0,4.0,8.0,FWD ,In-line,BS IV,Front-Transverse,Injection,41.0,Diesel,1525.0,3825.0,1665.0,Hatchback,5.0,23.08,1235.5,5.0,150.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,14.0,70.0,165.0,14.0,70.0,165.0,Electric Power,All Windows,Non Powered,Yes,4000.0,64.0,2000.0,160.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2450.0,No,Yes,Yes,Yes,Yes,2.0,Yes,Yes,251.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,465.0,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Nissan,Micra,Xvd,812964,1461.0,4.0,2.0,FWD ,In-line,BS IV,Front-Transverse,Injection,41.0,Diesel,1525.0,3825.0,1665.0,Hatchback,5.0,23.08,1001.0,5.0,150.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1470.0,1475.0,15.0,60.0,175.0,15.0,60.0,175.0,Electric Power,All Windows,Non Powered,Yes,4000.0,64.0,2000.0,160.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2450.0,Yes,Yes,Yes,Yes,No,2.0,Yes,Yes,251.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,465.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No
Mahindra,Bolero,Zlx,942263,2523.0,4.0,2.0,FWD ,In-line,BS IV,Front-Transverse,Injection,60.0,Diesel,1880.0,4107.0,1745.0,SUV,5.0,15.96,1615.0,5.0,180.0,Ventilated Disc,Drum,Independent Suspension,Leaf Spring Suspension,1460.0,1355.0,15.0,75.0,215.0,15.0,75.0,215.0,Undefined Powered,All Windows,Non Powered,Yes,3200.0,63.0,2000.0,195.0,Digital,Digital,Yes,Yes,7.0,Fabric,Manual,2680.0,No,Yes,Yes,No,No,2.0,No,Yes,1702.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,58.0,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,2.0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No
Mahindra,Bolero,Slx,917055,2523.0,4.0,2.0,FWD ,In-line,BS IV,Front-Transverse,Injection,60.0,Diesel,1880.0,4107.0,1745.0,SUV,5.0,15.96,1615.0,5.0,180.0,Ventilated Disc,Drum,Independent Suspension,Leaf Spring Suspension,1520.0,1525.0,15.0,75.0,215.0,15.0,75.0,215.0,Undefined Powered,All Windows,Non Powered,Yes,3200.0,63.0,2000.0,195.0,Digital,Digital,Yes,Yes,7.0,Fabric,Manual,2680.0,No,Yes,Yes,No,No,2.0,No,Yes,378.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,58.0,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,2.0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No
Mahindra,Bolero,Sle,860720,2523.0,4.0,2.0,FWD ,In-line,BS IV,Front-Transverse,Injection,60.0,Diesel,1880.0,4107.0,1745.0,SUV,5.0,15.96,1615.0,5.0,180.0,Ventilated Disc,Drum,Independent Suspension,Leaf Spring Suspension,1520.0,1525.0,15.0,75.0,215.0,15.0,75.0,215.0,Undefined Powered,Non Powered,Non Powered,Yes,3200.0,63.0,2000.0,195.0,Digital,Digital,Yes,Yes,7.0,Fabric,Manual,2680.0,No,No,Yes,No,No,2.0,No,Yes,378.0,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,58.0,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,2.0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No
Mahindra,Bolero,Ex,815883,2523.0,4.0,2.0,FWD ,In-line,BS IV,Front-Transverse,Injection,60.0,Diesel,1910.0,4221.0,1745.0,SUV,5.0,15.96,1615.0,5.0,183.0,Ventilated Disc,Drum,Leaf Spring Suspension,Leaf Spring Suspension,1520.0,1525.0,15.0,75.0,215.0,15.0,75.0,215.0,Non Powered,Non Powered,Non Powered,Yes,3200.0,63.0,2000.0,195.0,Digital,Unspecified,Yes,Yes,7.0,Fabric,Manual,2794.0,No,No,Yes,No,No,2.0,No,Yes,378.0,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,59.0,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Mahindra,Bolero,Ex Non Ac,773678,2523.0,4.0,2.0,FWD ,In-line,BS IV,Front-Transverse,Injection,60.0,Diesel,1910.0,4221.0,1745.0,SUV,5.0,15.96,1615.0,5.0,183.0,Ventilated Disc,Drum,Leaf Spring Suspension,Leaf Spring Suspension,1520.0,1525.0,15.0,75.0,215.0,15.0,75.0,215.0,Non Powered,Non Powered,Non Powered,Yes,3200.0,63.0,2000.0,195.0,Digital,Unspecified,Yes,Yes,7.0,Fabric,Manual,2794.0,No,No,Yes,No,No,2.0,No,Yes,378.0,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,59.0,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Maruti Suzuki,Ciaz,1.3L Alpha Smart Hybrid,1102689,1248.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,43.0,Diesel,1485.0,4490.0,1730.0,Sedan,4.0,28.09,1105.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,16.0,55.0,195.0,16.0,55.0,195.0,Electric Power,All Windows,Non Powered,Yes,4000.0,89.0,1750.0,200.0,Digital,Analog,Yes,Yes,5.0,Leather,Manual,2650.0,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,510.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,54.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes
Maruti Suzuki,Ciaz,1.3L Sigma Smart Hybrid,919689,1248.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,43.0,Diesel,1485.0,4490.0,1730.0,Sedan,4.0,28.09,1105.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,15.0,65.0,185.0,15.0,65.0,185.0,Electric Power,All Windows,Non Powered,Yes,4000.0,89.0,1750.0,200.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2650.0,No,Yes,Yes,Yes,Yes,2.0,Yes,Yes,510.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,54.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No
Maruti Suzuki,Ciaz,1.3L Delta Smart Hybrid,980689,1248.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,43.0,Diesel,1485.0,4490.0,1730.0,Sedan,4.0,28.09,1105.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,15.0,65.0,185.0,15.0,65.0,185.0,Electric Power,All Windows,Non Powered,Yes,4000.0,89.0,1750.0,200.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2650.0,No,Yes,Yes,Yes,Yes,2.0,Yes,Yes,510.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,54.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes
Maruti Suzuki,Ciaz,1.3L Zeta Smart Hybrid,1062689,1248.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,43.0,Diesel,1485.0,4490.0,1730.0,Sedan,4.0,28.09,1105.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,15.0,65.0,185.0,15.0,65.0,185.0,Electric Power,All Windows,Non Powered,Yes,4000.0,89.0,1750.0,200.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2650.0,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,510.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,54.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes
Maruti Suzuki,Ciaz,1.5L Sigma Smart Hybrid,819689,1462.0,4.0,4.0,FWD ,In-line,BS VI,Front-Transverse,Injection,43.0,Petrol,1485.0,4490.0,1730.0,Sedan,4.0,21.56,1010.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,15.0,65.0,185.0,15.0,65.0,185.0,Electric Power,All Windows,Non Powered,Yes,6000.0,103.0,4400.0,138.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2650.0,No,Yes,Yes,Yes,Yes,2.0,Yes,Yes,510.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,54.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No
Maruti Suzuki,Ciaz,1.5L Delta Smart Hybrid,881689,1462.0,4.0,4.0,FWD ,In-line,BS VI,Front-Transverse,Injection,43.0,Petrol,1485.0,4490.0,1730.0,Sedan,4.0,21.56,1010.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,15.0,65.0,185.0,15.0,65.0,185.0,Electric Power,All Windows,Non Powered,Yes,6000.0,103.0,4400.0,138.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2650.0,No,Yes,Yes,Yes,Yes,2.0,Yes,Yes,510.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,54.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes
Maruti Suzuki,Ciaz,1.5L Zeta Smart Hybrid,958689,1462.0,4.0,4.0,FWD ,In-line,BS VI,Front-Transverse,Injection,43.0,Petrol,1485.0,4490.0,1730.0,Sedan,4.0,21.56,1010.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,15.0,65.0,185.0,15.0,65.0,185.0,Electric Power,All Windows,Non Powered,Yes,6000.0,103.0,4400.0,138.0,Digital,Analog,Yes,Yes,5.0,Leather,Manual,2650.0,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,510.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,54.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes
Maruti Suzuki,Ciaz,1.5L Alpha Smart Hybrid,997689,1462.0,4.0,4.0,FWD ,In-line,BS VI,Front-Transverse,Injection,43.0,Petrol,1485.0,4490.0,1730.0,Sedan,4.0,21.56,1010.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,16.0,55.0,195.0,16.0,55.0,195.0,Electric Power,All Windows,Non Powered,Yes,6000.0,103.0,4400.0,138.0,Digital,Analog,Yes,Yes,5.0,Leather,Manual,2650.0,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,510.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,54.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes
Maruti Suzuki,Ciaz,1.5L Delta At Smart Hybrid,980689,1462.0,4.0,4.0,FWD ,In-line,BS VI,Front-Transverse,Injection,43.0,Petrol,1485.0,4490.0,1730.0,Sedan,4.0,20.28,1010.0,4.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,15.0,65.0,185.0,15.0,65.0,185.0,Electric Power,All Windows,Non Powered,Yes,6000.0,103.0,4400.0,138.0,Digital,Analog,Yes,Yes,5.0,Fabric,Automatic,2650.0,No,Yes,Yes,Yes,Yes,2.0,Yes,Yes,510.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,54.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.0,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes
Maruti Suzuki,Ciaz,1.5L Zeta At Smart Hybrid,1058688,1462.0,4.0,4.0,FWD ,In-line,BS VI,Front-Transverse,Injection,43.0,Petrol,1485.0,4490.0,1730.0,Sedan,4.0,20.28,1010.0,4.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,15.0,65.0,185.0,15.0,65.0,185.0,Electric Power,All Windows,Non Powered,Yes,6000.0,103.0,4400.0,138.0,Digital,Analog,Yes,Yes,5.0,Leather,Automatic,2650.0,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,510.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,54.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes
Maruti Suzuki,Ciaz,1.5L Alpha At Smart Hybrid,1098689,1462.0,4.0,4.0,FWD ,In-line,BS VI,Front-Transverse,Injection,43.0,Petrol,1485.0,4490.0,1730.0,Sedan,4.0,20.28,1010.0,4.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,16.0,55.0,195.0,16.0,55.0,195.0,Electric Power,All Windows,Non Powered,Yes,6000.0,103.0,4400.0,138.0,Digital,Analog,Yes,Yes,5.0,Leather,Automatic,2650.0,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,510.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,54.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes
Maruti Suzuki,Ciaz,1.5L Alpha,1138189,1498.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,43.0,Diesel,1485.0,4490.0,1730.0,Sedan,4.0,26.82,1105.0,6.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,16.0,55.0,195.0,16.0,55.0,195.0,Electric Power,All Windows,Non Powered,Yes,4000.0,94.0,2000.0,225.0,Digital,Analog,Yes,Yes,5.0,Leather,Manual,2650.0,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,510.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,54.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes
Maruti Suzuki,Ciaz,1.5L Delta,997689,1498.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,43.0,Diesel,1485.0,4490.0,1730.0,Sedan,4.0,26.32,1105.0,6.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,15.0,65.0,185.0,15.0,65.0,185.0,Electric Power,All Windows,Non Powered,Yes,4000.0,94.0,2000.0,225.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2650.0,No,Yes,Yes,Yes,Yes,2.0,Yes,Yes,510.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,54.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes
Maruti Suzuki,Ciaz,1.5L Zeta,1109189,1498.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,43.0,Diesel,1485.0,4490.0,1730.0,Sedan,4.0,26.32,1105.0,6.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,15.0,65.0,185.0,15.0,65.0,185.0,Electric Power,All Windows,Non Powered,Yes,4000.0,94.0,2000.0,225.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2650.0,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,510.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,54.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes
Skoda,Rapid,1.6 Mpi Ambition,998599,1598.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,55.0,Petrol,1466.0,4413.0,1699.0,Sedan,4.0,15.41,1137.0,5.0,163.0,Ventilated Disc,Drum,MacPherson Suspension,Other Suspension,1520.0,1525.0,15.0,60.0,185.0,15.0,60.0,185.0,Electro-Hydraulic,All Windows,Non Powered,Yes,5250.0,105.0,3000.0,153.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2552.0,No,Yes,Yes,Yes,Yes,3.0,Yes,Yes,460.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,53.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,2.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No
Skoda,Rapid,1.5 Tdi Cr Active,1006139,1498.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,55.0,Diesel,1466.0,4413.0,1699.0,Sedan,4.0,21.13,1210.0,5.0,163.0,Ventilated Disc,Drum,MacPherson Suspension,Other Suspension,1520.0,1525.0,15.0,60.0,185.0,15.0,60.0,185.0,Electro-Hydraulic,All Windows,Non Powered,Yes,4000.0,110.0,2000.0,250.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2552.0,No,Yes,Yes,No,No,3.0,No,Yes,460.0,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,53.0,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2.0,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No
Skoda,Rapid,1.6 Mpi Active,881916,1598.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,55.0,Petrol,1466.0,4413.0,1699.0,Sedan,4.0,15.41,1137.0,5.0,163.0,Ventilated Disc,Drum,MacPherson Suspension,Other Suspension,1520.0,1525.0,15.0,60.0,185.0,15.0,60.0,185.0,Electro-Hydraulic,All Windows,Non Powered,Yes,5250.0,105.0,3000.0,153.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2552.0,No,Yes,Yes,No,No,3.0,No,Yes,460.0,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,53.0,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,2.0,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No
Skoda,Rapid,1.5 Tdi Cr Ambition,1129599,1498.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,55.0,Diesel,1466.0,4413.0,1699.0,Sedan,4.0,21.13,1210.0,5.0,163.0,Ventilated Disc,Drum,MacPherson Suspension,Other Suspension,1520.0,1525.0,15.0,60.0,185.0,15.0,60.0,185.0,Electro-Hydraulic,All Windows,Non Powered,Yes,4000.0,110.0,2000.0,250.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2552.0,No,Yes,Yes,Yes,Yes,3.0,Yes,Yes,460.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,53.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No
